category,city,gold_merchant,image_url,jumlah_review,jumlah_view,location,presentase_diskon,price,product_id,quantity_sold,rating,shop_name,subcategory,title,url
Fashion Wanita,Jakarta,TRUE,https://ecs7.tokopedia.net/img/cache/200-square/product-1/2017/12/25/0/0_cb784045-64b1-4b03-a7b9-0a3cf30e3f26_512_512.jpg,1231,"90,600",Jakarta,0,53000,246580930,3969,5,Chel&#39;z Shop,Piyama,Baju Tidur Cewek/Wanita Piyama Pajamas Satin Murah,https://www.tokopedia.com/chelshopceria/baju-tidur-cewek-wanita-piyama-pajamas-satin-murah?trkid=f%3DCa1758L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Dsearch_page%3D1_ob%3D23_q%3Dbaju+wanita_po%3D11_catid%3D1817
Fashion Wanita,Kota Bandung,TRUE,https://ecs7.tokopedia.net/img/cache/200-square/product-1/2017/11/3/210908812/210908812_66b0f2f9-fba0-4831-b76d-ffa5b9b8329f_600_600.jpg,551,"69,100",Kota Bandung,0,47000,210908812,1792,5,Openshop,Blouse,Atasan Wanita Zara Puff Blouse Tunik Baju Muslim Blus Muslim,https://www.tokopedia.com/openols/atasan-wanita-zara-puff-blouse-tunik-baju-muslim-blus-muslim?trkid=f%3DCa1758L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D23_q%3Dbaju+wanita_po%3D40_catid%3D1771
Fashion Wanita,Kota Surakarta,TRUE,https://ecs7.tokopedia.net/img/cache/200-square/product-1/2018/9/29/71957699/71957699_24c35be9-2403-4ef3-8af2-1139e6d74294_1155_1155.jpg,442,"55,400",Kota Surakarta,0,20000,71957699,2690,4,Yona Retail,Daster,Daster Midi / Baju Tidur Wanita Dress Motif Murah Rayon Adem Seri II,https://www.tokopedia.com/yona-retail/daster-midi-baju-tidur-wanita-dress-motif-murah-rayon-adem-seri-ii?trkid=f%3DCa1758L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Dsearch_page%3D1_ob%3D23_q%3Dbaju+wanita_po%3D37_catid%3D1819
Fashion Wanita,Jakarta,TRUE,https://ecs7.tokopedia.net/img/cache/200-square/product-1/2016/2/20/3268844/3268844_4e7203ed-56e9-4dc6-987f-5beecee24166.jpg,123,"47,700",Jakarta,0,78000,33447414,277,4,CASHYUPHORIA SHOP,Kemeja,baju atasan kemeja tunik wanita lengan panjang - plaid long blouse,https://www.tokopedia.com/cashyuphoriashop/baju-atasan-kemeja-tunik-wanita-lengan-panjang-plaid-long-blouse?trkid=f%3DCa1758L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Dsearch_page%3D9_ob%3D23_q%3Dbaju+wanita_po%3D56_catid%3D1770
Fashion Wanita,Kota Bandung,TRUE,https://ecs7.tokopedia.net/img/cache/200-square/product-1/2017/10/30/0/0_9f2d528e-dbea-49cd-a7e5-2c663eeab71a_750_724.jpg,115,44000,Kota Bandung,0,60000,222820000,286,4,Hijab Update,Kemeja,Kemeja putih / Baju busui / Atasan wanita murah : Catty White tunik,https://www.tokopedia.com/hijab-update/kemeja-putih-baju-busui-atasan-wanita-murah-catty-white-tunik?trkid=f%3DCa1758L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Dsearch_page%3D12_ob%3D23_q%3Dbaju+wanita_po%3D49_catid%3D1770
Fashion Wanita,Jakarta,FALSE,https://ecs7.tokopedia.net/img/cache/200-square/product-1/2017/4/22/42357283/42357283_37bf3465-e2cb-4b9e-8f48-a01e489a83b9_960_960.jpg,224,"43,100",Jakarta,0,80000,42357283,474,4,Dress,Blouse,Atasan Baju Pakaian Blouse Model Korea Wanita Korean Style Blus Wing,https://www.tokopedia.com/tokomurah123/atasan-baju-pakaian-blouse-model-korea-wanita-korean-style-blus-wing?trkid=f%3DCa1758L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Dsearch_page%3D1_ob%3D23_q%3Dbaju+wanita_po%3D47_catid%3D1771
Fashion Wanita,Kota Surabaya,TRUE,https://ecs7.tokopedia.net/img/cache/200-square/product-1/2016/9/30/927787/927787_bcf289bf-84ba-4d9e-be23-a64d5d6881ac.jpg,255,"35,100",Kota Surabaya,0,71000,70946783,551,5,Paphika,Blouse,Jumbo Hazelnut Baju Atasan Wanita Bigsize Oversized Spandex Rayon Adem,https://www.tokopedia.com/paphika/jumbo-hazelnut-baju-atasan-wanita-bigsize-oversized-spandex-rayon-adem?trkid=f%3DCa1758L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D23_q%3Dbaju+wanita_po%3D8_catid%3D1771
Fashion Wanita,Jakarta,TRUE,https://ecs7.tokopedia.net/img/cache/200-square/product-1/2017/12/20/25358479/25358479_4662e848-db77-415b-80c9-c152bc98ace4_877_877.jpg,123,"34,900",Jakarta,0,44600,245380472,400,4,ISHETA,Kemeja,HEM KENNA TOP | BAJU WANITA | ATASAN LENGAN PANJANG | BLOUSE | BLUS,https://www.tokopedia.com/isheta/hem-kenna-top-baju-wanita-atasan-lengan-panjang-blouse-blus?trkid=f%3DCa1758L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Dsearch_page%3D8_ob%3D23_q%3Dbaju+wanita_po%3D43_catid%3D1770
Fashion Wanita,Jakarta,FALSE,https://ecs7.tokopedia.net/img/cache/200-square/product-1/2017/6/17/18898061/18898061_5809bce8-3d90-49b1-b84c-997db9ffb702_640_640.jpg,30,"33,800",Jakarta,0,100000,190645994,"90,",4,chantyshop,Maxi Dress,baju muslim wanita gamis maxi maxy lengan panjang - Visie long dress,https://www.tokopedia.com/chantyshop/baju-muslim-wanita-gamis-maxi-maxy-lengan-panjang-visie-long-dress?trkid=f%3DCa1758L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Dsearch_page%3D54_ob%3D23_q%3Dbaju+wanita_po%3D16_catid%3D1765
Fashion Wanita,Jakarta,TRUE,https://ecs7.tokopedia.net/img/cache/200-square/product-1/2018/10/4/6108835/6108835_ff4047ab-16bc-4777-8868-f1e842c2616d_1280_1247.jpg,212,"31,600",Jakarta,0,62000,214742211,497,4,Glory Purple Shop,Blouse Batik,61116 tabita top/baju batik wanita/baju tunik/atasan muslim wanita,https://www.tokopedia.com/glorypurpleshop/61116-tabita-top-baju-batik-wanita-baju-tunik-atasan-muslim-wanita?trkid=f%3DCa1758L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D23_q%3Dbaju+wanita_po%3D32_catid%3D1790
Fashion Wanita,Jakarta,TRUE,https://ecs7.tokopedia.net/img/cache/200-square/product-1/2017/4/6/857853/857853_a75b785f-67a2-46a1-b57e-0e4bbffb5d2e.jpg,129,"30,400",Jakarta,0,55000,170133202,308,4,AsQueen shop,Kemeja,hem love eye kemeja garcon baju atasan wanita,https://www.tokopedia.com/asqueen/hem-love-eye-kemeja-garcon-baju-atasan-wanita?trkid=f%3DCa1758L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Dsearch_page%3D14_ob%3D23_q%3Dbaju+wanita_po%3D15_catid%3D1770
Fashion Wanita,Jakarta,TRUE,https://ecs7.tokopedia.net/img/cache/200-square/product-1/2018/8/6/196465704/196465704_d1ace4b9-820e-472a-9912-7d847206eb9f_2048_2048.jpg,160,"28,900",Jakarta,0,20000,196465704,670,5,Euro Bikini,Celana Dalam,Celana Dalam Wanita Lingerie Gstring Thong Bikini Baju Pakaian Bra BH,https://www.tokopedia.com/eurobikini/celana-dalam-wanita-lingerie-gstring-thong-bikini-baju-pakaian-bra-bh?trkid=f%3DCa1758L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Dsearch_page%3D1_ob%3D23_q%3Dbaju+wanita_po%3D49_catid%3D1823
Fashion Wanita,Jakarta,TRUE,https://ecs7.tokopedia.net/img/cache/200-square/product-1/2017/5/9/16905681/16905681_922ef7ac-1fb6-4684-bf27-f1ec12adc949_640_479.jpg,237,26000,Jakarta,0,50000,180625736,984,5,Makmur Tanah Abang,Kemeja,Baju Wanita kemeja jumbo polos xxl,https://www.tokopedia.com/makmurtanahabang/baju-wanita-kemeja-jumbo-polos-xxl?trkid=f%3DCa1758L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D23_q%3Dbaju+wanita_po%3D8_catid%3D1770
Fashion Wanita,Jakarta,FALSE,https://ecs7.tokopedia.net/img/cache/200-square/product-1/2017/9/12/0/0_658f719b-dcea-4a54-ae17-1172605dcd43_700_875.jpg,57,"25,300",Jakarta,0,225000,208830382,116,4,AMALIA-SHOP,Batik Couple,BATIK COUPLE SARIMBIT KELUARGA SERAGAM PESTA BAJU MUSLIM KEBAYA WANITA,https://www.tokopedia.com/amaliashoop/batik-couple-sarimbit-keluarga-seragam-pesta-baju-muslim-kebaya-wanita?trkid=f%3DCa1758L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Dsearch_page%3D73_ob%3D23_q%3Dbaju+wanita_po%3D19_catid%3D1794
Fashion Wanita,Kab. Pekalongan,TRUE,https://ecs7.tokopedia.net/img/cache/200-square/product-1/2018/9/10/4727300/4727300_af98506a-589a-4149-b558-18371e5566c0_1244_1573.jpg,102,"25,200",Kab. Pekalongan,0,68000,146513104,196,5,Batik Alita,Blouse,Blouse Batik Wanita/ Atasan Wanita/ Baju Kemeja Wanita Batik Kerja 01,https://www.tokopedia.com/batikalita/blouse-batik-wanita-atasan-wanita-baju-kemeja-wanita-batik-kerja-01?trkid=f%3DCa1758L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D23_q%3Dbaju+wanita_po%3D6_catid%3D1771
Fashion Wanita,Jakarta,TRUE,https://ecs7.tokopedia.net/img/cache/200-square/product-1/2018/2/12/0/0_39ad6df5-6cbc-481c-9d37-ba56a0fd23fc_790_790.jpg,244,"25,100",Jakarta,0,58000,259801313,735,5,Chel&#39;z Shop,Piyama,Baju Tidur Piyama Pajamas Satin silky velvet Cewek/Wanita Dewasa PP,https://www.tokopedia.com/chelshopceria/baju-tidur-piyama-pajamas-satin-silky-velvet-cewek-wanita-dewasa-pp?trkid=f%3DCa1758L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D23_q%3Dbaju+wanita_po%3D13_catid%3D1817
Fashion Wanita,Kota Depok,TRUE,https://ecs7.tokopedia.net/img/cache/200-square/attachment/2018/12/15/154484703166957/154484703166957_65155352-c5a9-4238-9d8e-f07855ce4b9c.png,107,25000,Kota Depok,0,69900,213654574,329,5,Nina Colecction,Piyama,piyama baju tidur lengan panjang katun kekinian dewasa wanita murah,https://www.tokopedia.com/nina13/piyama-baju-tidur-lengan-panjang-katun-kekinian-dewasa-wanita-murah?trkid=f%3DCa1758L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Dsearch_page%3D1_ob%3D23_q%3Dbaju+wanita_po%3D53_catid%3D1817
Fashion Wanita,Jakarta,TRUE,https://ecs7.tokopedia.net/img/cache/200-square/product-1/2017/3/12/728669/728669_82015889-fa2c-47c3-8bbf-fe4453d11250.jpg,70,"24,800",Jakarta,0,56000,157294024,232,4,VOELTOEZ SHOP,Setelan,aop setelan st kodok owl / baju wanita pakaian cewek celana kaos,https://www.tokopedia.com/voeltoez/aop-setelan-st-kodok-owl-baju-wanita-pakaian-cewek-celana-kaos?trkid=f%3DCa1758L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Dsearch_page%3D25_ob%3D23_q%3Dbaju+wanita_po%3D45_catid%3D1767
Fashion Wanita,Jakarta,TRUE,https://ecs7.tokopedia.net/img/cache/200-square/product-1/2017/7/2/191959428/191959428_289c7cd8-097b-4512-ac80-70664488a534_512_512.jpg,129,"23,900",Jakarta,0,56000,191959428,446,5,KINARA Storez,Tank Top,Tank Top Camisole Tanktop Bra Busa Dalaman Baju Atasan Wanita Seksi,https://www.tokopedia.com/090409/tank-top-camisole-tanktop-bra-busa-dalaman-baju-atasan-wanita-seksi?trkid=f%3DCa1758L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Dsearch_page%3D1_ob%3D23_q%3Dbaju+wanita_po%3D12_catid%3D1772
Fashion Wanita,Kota Bandung,FALSE,https://ecs7.tokopedia.net/img/cache/200-square/product-1/2018/1/30/187623040/187623040_458c88d3-d18d-4b22-9178-e1d3f4f09921_1000_1000.jpg,94,"23,800",Kota Bandung,0,69000,187623040,200,4,rajagrosironline,Blouse,Baju Atasan Wanita Baju Murah Muslim Blus Tunik Hijab Kode IC70004,https://www.tokopedia.com/rajagrosironline/baju-atasan-wanita-baju-murah-muslim-blus-tunik-hijab-kode-ic70004?trkid=f%3DCa1758L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Dsearch_page%3D64_ob%3D23_q%3Dbaju+wanita_po%3D4_catid%3D1771
Fashion Wanita,Kota Surabaya,TRUE,https://ecs7.tokopedia.net/img/cache/200-square/product-1/2018/11/24/927787/927787_d505ec45-03cb-4c4d-a71a-39f17db5c9b3_1280_1176.jpg,104,"22,800",Kota Surabaya,0,78000,259770617,267,5,Paphika,Blouse Batik,Blouse Batik Super Jumbo Bigsize Baju Atasan Wanita Big Size 373 vol 2,https://www.tokopedia.com/paphika/blouse-batik-super-jumbo-bigsize-baju-atasan-wanita-big-size-373-vol-2?trkid=f%3DCa1758L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Dsearch_page%3D1_ob%3D23_q%3Dbaju+wanita_po%3D19_catid%3D1790
Fashion Wanita,Kota Surabaya,TRUE,https://ecs7.tokopedia.net/img/cache/200-square/product-1/2017/8/22/200114981/200114981_ad708f4f-d972-422e-aa26-30eb1d7b89eb_572_582.jpg,94,"22,100",Kota Surabaya,0,72000,200114981,207,5,Paphika,Blouse,Big Lolita Blouse Bigsize Baju Atasan Wanita Fashion Spandex Nyaman,https://www.tokopedia.com/paphika/big-lolita-blouse-bigsize-baju-atasan-wanita-fashion-spandex-nyaman?trkid=f%3DCa1758L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D23_q%3Dbaju+wanita_po%3D52_catid%3D1771
Fashion Wanita,Jakarta,FALSE,https://ecs7.tokopedia.net/img/cache/200-square/product-1/2017/4/21/44654812/44654812_2c1db3c2-5220-4480-9068-4fb1ac0c1787_960_960.jpg,108,21000,Jakarta,0,80000,44654812,235,4,Dress,Blouse,Atasan Baju Pakaian Blouse Model Korea Wanita Korean Style Variasi,https://www.tokopedia.com/tokomurah123/atasan-baju-pakaian-blouse-model-korea-wanita-korean-style-variasi?trkid=f%3DCa1758L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Dsearch_page%3D7_ob%3D23_q%3Dbaju+wanita_po%3D35_catid%3D1771
Fashion Wanita,Kota Surakarta,FALSE,https://ecs7.tokopedia.net/img/cache/200-square/product-1/2016/11/20/218020/218020_20aa6fae-91a9-4ede-868c-7f61c6042b5c.jpg,85,"20,900",Kota Surakarta,0,69900,96367530,182,4,Yuc Online Shopping,Vest,vest jeans - cardigan - blazer - kimono - outer murah - baju wanita,https://www.tokopedia.com/yucolshop/vest-jeans-cardigan-blazer-kimono-outer-murah-baju-wanita?trkid=f%3DCa1758L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Dsearch_page%3D72_ob%3D23_q%3Dbaju+wanita_po%3D53_catid%3D1815
Fashion Wanita,Kota Surabaya,TRUE,https://ecs7.tokopedia.net/img/cache/200-square/product-1/2016/8/26/927787/927787_dd831e09-bc49-453b-8030-7d802eb7021f.jpg,150,"20,200",Kota Surabaya,0,67000,60602813,290,5,Paphika,Blouse,Jumbo Abigail Blouse Baju Atasan Wanita Bigsize Baju Big Ukuran Besar,https://www.tokopedia.com/paphika/jumbo-abigail-blouse-baju-atasan-wanita-bigsize-baju-big-ukuran-besar?trkid=f%3DCa1758L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Dsearch_page%3D1_ob%3D23_q%3Dbaju+wanita_po%3D52_catid%3D1771
Fashion Wanita,Kota Surabaya,TRUE,https://ecs7.tokopedia.net/img/cache/200-square/product-1/2018/9/14/927787/927787_eb83f37a-cf46-4cc2-bc62-4839ddbdbaf9_800_790.jpg,98,"19,600",Kota Surabaya,0,68000,267954589,232,5,Paphika,Blouse,Jojoba Jumbo Baju Atasan Wanita Big Size Motif Bunga Lengan Panjang,https://www.tokopedia.com/paphika/jojoba-jumbo-baju-atasan-wanita-big-size-motif-bunga-lengan-panjang?trkid=f%3DCa1758L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Dsearch_page%3D1_ob%3D23_q%3Dbaju+wanita_po%3D59_catid%3D1771
Fashion Wanita,Kota Surabaya,TRUE,https://ecs7.tokopedia.net/img/cache/200-square/product-1/2016/12/3/927787/927787_f3c0034b-627d-45b4-89dd-b40c4bd353cc_575_589.jpg,144,"18,800",Kota Surabaya,0,73000,103916763,310,5,Paphika,Blouse,Jumbo Blooming Owl Baju Atasan Wanita Bigsize Oversized Big,https://www.tokopedia.com/paphika/jumbo-blooming-owl-baju-atasan-wanita-bigsize-oversized-big?trkid=f%3DCa1758L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D23_q%3Dbaju+wanita_po%3D33_catid%3D1771
Fashion Wanita,Kota Surabaya,TRUE,https://ecs7.tokopedia.net/img/cache/200-square/product-1/2018/11/24/927787/927787_73a3e806-aecd-4531-9780-d7bad7b97681_700_678.jpg,92,"18,500",Kota Surabaya,0,78000,259408583,240,5,Paphika,Blouse Batik,Blouse Batik Super Jumbo Bigsize Baju Atasan Wanita Big Size 373 vol 1,https://www.tokopedia.com/paphika/blouse-batik-super-jumbo-bigsize-baju-atasan-wanita-big-size-373-vol-1?trkid=f%3DCa1758L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D23_q%3Dbaju+wanita_po%3D51_catid%3D1790
Fashion Wanita,Jakarta,TRUE,https://ecs7.tokopedia.net/img/cache/200-square/product-1/2016/10/23/289604/289604_db4d6721-351e-4875-b4a7-805e7fe79644.jpg,105,"18,100",Jakarta,0,59000,79970200,250,4,Risna shop,Setelan,Set Jumpsuit Funny Baju setelan wanita Dewasa ABG Jp Fenny,https://www.tokopedia.com/risnashop/set-jumpsuit-funny-baju-setelan-wanita-dewasa-abg-jp-fenny?trkid=f%3DCa1758L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Dsearch_page%3D21_ob%3D23_q%3Dbaju+wanita_po%3D13_catid%3D1767
Fashion Wanita,Kota Bandung,TRUE,https://ecs7.tokopedia.net/img/cache/200-square/product-1/2017/12/18/55878400/55878400_a7ed346b-001e-4abc-b815-02454563b096_1000_1000.jpg,65,"16,800",Kota Bandung,0,69999,55878400,166,4,AFWINDO Grosir Fashion,Blouse,Back Halter Slim Top Baju Atasan Wanita Sabrina Blouse (BL888),https://www.tokopedia.com/afwindogrosir/back-halter-slim-top-baju-atasan-wanita-sabrina-blouse-bl888?trkid=f%3DCa1758L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Dsearch_page%3D1_ob%3D23_q%3Dbaju+wanita_po%3D13_catid%3D1771
Fashion Wanita,Jakarta,TRUE,https://ecs7.tokopedia.net/img/cache/200-square/attachment/2018/10/6/153881069276357/153881069276357_8577464f-4c41-4592-87cb-7e99f1786c38.png,55,"16,500",Jakarta,0,79900,199071453,116,5,Pikoi_id,Blouse Batik,Baju Batik Wanita Modern / Batik Kantor Murah / Atasan Batik Kerja 791,https://www.tokopedia.com/pikoid/baju-batik-wanita-modern-batik-kantor-murah-atasan-batik-kerja-791?trkid=f%3DCa1758L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Dsearch_page%3D12_ob%3D23_q%3Dbaju+wanita_po%3D30_catid%3D1790
Fashion Wanita,Kota Banjar,TRUE,https://ecs7.tokopedia.net/img/cache/200-square/product-1/2017/3/13/554442/554442_b03638d1-1144-4aac-b464-7a1912254855.jpg,72,"16,400",Kota Banjar,0,52000,157914662,225,5,redishop,Kaos,kaos stripe belang atasan baju wanita lengan panjang size L,https://www.tokopedia.com/redishoponline/kaos-stripe-belang-atasan-baju-wanita-lengan-panjang-size-l?trkid=f%3DCa1758L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Dsearch_page%3D13_ob%3D23_q%3Dbaju+wanita_po%3D47_catid%3D1769
Fashion Wanita,Jakarta,TRUE,https://ecs7.tokopedia.net/img/cache/200-square/product-1/2017/3/19/3268844/3268844_7cfc071c-330d-48a6-977d-10c46d6da78b_621_620.jpg,39,"16,100",Jakarta,0,79000,162050500,104,4,CASHYUPHORIA SHOP,Kemeja,baju atasan kemeja tunik cewek wanita lengan panjang - devna blouse,https://www.tokopedia.com/cashyuphoriashop/baju-atasan-kemeja-tunik-cewek-wanita-lengan-panjang-devna-blouse?trkid=f%3DCa1758L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Dsearch_page%3D9_ob%3D23_q%3Dbaju+wanita_po%3D52_catid%3D1770
Fashion Wanita,Kota Depok,TRUE,https://ecs7.tokopedia.net/img/cache/200-square/attachment/2018/12/14/154479396714929/154479396714929_ec173689-700e-49bc-9640-a0e00aab2885.png,95,"15,800",Kota Depok,0,58000,152392401,199,5,Nina Colecction,Daster,Baju tidur wanita dewasa sexy kimono lingerie daster,https://www.tokopedia.com/nina13/baju-tidur-wanita-dewasa-sexy-kimono-lingerie-daster?trkid=f%3DCa1758L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Dsearch_page%3D1_ob%3D23_q%3Dbaju+wanita_po%3D44_catid%3D1819
Fashion Wanita,Jakarta,FALSE,https://ecs7.tokopedia.net/img/cache/200-square/product-1/2018/11/12/222144700/222144700_0df6adb2-d9c2-4442-9ced-b2834cc21c47_1073_1073.jpg,54,"15,600",Jakarta,0,30999,222144700,293,4,Agung RoKr,Blouse,BELLE - BLOUSE BAJU ATASAN KAOS MURAH WANITA/CEWEK LENGAN PANJANG,https://www.tokopedia.com/agungrokrbanten/belle-blouse-baju-atasan-kaos-murah-wanita-cewek-lengan-panjang?trkid=f%3DCa1758L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Dsearch_page%3D57_ob%3D23_q%3Dbaju+wanita_po%3D13_catid%3D1771
Fashion Wanita,Kota Surakarta,FALSE,https://ecs7.tokopedia.net/img/cache/200-square/product-1/2016/12/4/432960/432960_fd52f555-c671-49c8-b9ab-b705d6a7fe4f.jpg,37,"15,400",Kota Surakarta,0,110000,104457320,"90,",5,myfashion,Blouse,BAJU ATASAN WANITA BLOUSE MUSLIM TUNIK JEANS DENIM BUTTON JUMBO,https://www.tokopedia.com/miyaonlineshop/baju-atasan-wanita-blouse-muslim-tunik-jeans-denim-button-jumbo?trkid=f%3DCa1758L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Dsearch_page%3D5_ob%3D23_q%3Dbaju+wanita_po%3D18_catid%3D1771
Fashion Wanita,Jakarta,FALSE,https://ecs7.tokopedia.net/img/cache/200-square/product-1/2018/8/14/227199422/227199422_6d576f59-2ee7-433d-9dd7-247ab688d1f4_1080_1080.jpg,70,"15,100",Jakarta,0,105000,227199422,146,5,endang pitrijani,Blouse,"Vorie Tunik,baju kerja jumbo,atasan wanita muslim,baju murah,bumil",https://www.tokopedia.com/endangpitrijani/vorie-tunik-baju-kerja-jumbo-atasan-wanita-muslim-baju-murah-bumil?trkid=f%3DCa1758L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Dsearch_page%3D8_ob%3D23_q%3Dbaju+wanita_po%3D56_catid%3D1771
Fashion Wanita,Jakarta,TRUE,https://ecs7.tokopedia.net/img/cache/200-square/product-1/2016/1/27/25041216/25041216_712d42e2-d7dc-4283-b2e3-f442e32e512a.jpg,14,"14,700",Jakarta,0,109000,25041216,"39,",4,GROSIR KOREAN FASHION,Celana Panjang,KEMEJA OVERSIZED BLOUSE KOREA PAKAIAN BAJU WANITA FASHION TOP ATASAN,https://www.tokopedia.com/importkorea/kemeja-oversized-blouse-korea-pakaian-baju-wanita-fashion-top-atasan?trkid=f%3DCa1758L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Dsearch_page%3D28_ob%3D23_q%3Dbaju+wanita_po%3D14_catid%3D1780
Fashion Wanita,Kota Bandung,TRUE,https://ecs7.tokopedia.net/img/cache/200-square/product-1/2018/3/21/10838326/10838326_dfd00406-9750-4b5d-81da-b4be2300cc32_768_768.jpg,194,"14,700",Kota Bandung,0,36998,199286180,707,5,multishop_bdg,Sweater,Loose sweater | sweater rajut | baju rajut | pakaian wanita | rajutan,https://www.tokopedia.com/multishopbdg/loose-sweater-sweater-rajut-baju-rajut-pakaian-wanita-rajutan?trkid=f%3DCa1758L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D23_q%3Dbaju+wanita_po%3D34_catid%3D1810
Fashion Wanita,Kota Denpasar,TRUE,https://ecs7.tokopedia.net/img/cache/200-square/product-1/2018/12/12/1882792/1882792_b24a8ef6-5e01-4375-837d-e212773b4af7_1120_1120.jpg,42,"14,100",Kota Denpasar,0,89900,31408236,103,5,Clothing Media Indo,Mini Dress,Baju Sexy Elsa Lingerie Wanita Rok Mini Semi Transparan Gaun Backless,https://www.tokopedia.com/clothing-media/baju-sexy-elsa-lingerie-wanita-rok-mini-semi-transparan-gaun-backless?trkid=f%3DCa1758L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Dsearch_page%3D12_ob%3D23_q%3Dbaju+wanita_po%3D58_catid%3D1763
Fashion Wanita,Kota Surabaya,TRUE,https://ecs7.tokopedia.net/img/cache/200-square/product-1/2017/11/12/927787/927787_15ca07f7-2dc7-4518-9e8c-7849214dcb13_900_894.jpg,81,14000,Kota Surabaya,0,64000,228177819,185,5,Paphika,Blouse,Big Maureen Batwing Baju Atasan Wanita Blouse Bigsize Jumbo,https://www.tokopedia.com/paphika/big-maureen-batwing-baju-atasan-wanita-blouse-bigsize-jumbo?trkid=f%3DCa1758L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Dsearch_page%3D4_ob%3D23_q%3Dbaju+wanita_po%3D3_catid%3D1771
Fashion Wanita,Jakarta,TRUE,https://ecs7.tokopedia.net/img/cache/200-square/product-1/2017/11/23/13522133/13522133_52f3d84f-a648-4f07-ae03-c72faa187f78_430_430.jpg,31,"13,800",Jakarta,0,79000,13522133,"74,",5,GROSIR KOREAN FASHION,Kaos,Kaos Baju Fashion Wanita Shirt Kemeja Blouse Atasan Korea New 2015332,https://www.tokopedia.com/importkorea/kaos-baju-fashion-wanita-shirt-kemeja-blouse-atasan-korea-new-2015332?trkid=f%3DCa1758L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D23_q%3Dbaju+wanita_po%3D56_catid%3D1769
Fashion Wanita,Jakarta,TRUE,https://ecs7.tokopedia.net/img/cache/200-square/product-1/2017/10/2/195258771/195258771_23d1117e-5807-41ce-b7b3-6ccd3b0093c9_450_600,91,"13,600",Jakarta,0,72500,195258771,252,5,Parrot Computer,Piyama,Piyama 413 Baju Tidur Cewek Piyama Pendek Wanita Bajutidur Satin Murah,https://www.tokopedia.com/parrotcomputer/piyama-413-baju-tidur-cewek-piyama-pendek-wanita-bajutidur-satin-murah?trkid=f%3DCa1758L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D23_q%3Dbaju+wanita_po%3D9_catid%3D1817
